Size (nt),"A1: TR241116654","A2: TR241116655","A3: TR241116656","A4: TR241116657","A5: TR241116658","A6: TR241116659","A7: TR241116702","A8: TR241116703","A9: TR241116704","A10: TR241116705","A11: TR241116706","A12: TR241116707","B1: TR241116660","B2: TR241116661","B3: TR241116662","B4: TR241116663","B5: TR241116664","B6: TR241116665","B7: TR241116709","B8: TR241116710","B9: TR241116712","B10: TR241116713","B11: TR241116715","B12: TR241116716","C1: TR241116666","C2: TR241116667","C3: TR241116668","C4: TR241116669","C5: TR241116670","C6: TR241116671","C7: TR241116718","C8: TR241116719","C9: TR241116721","C10: TR241116722","C11: TR241116724","C12: TR241116725","D1: TR241116672","D2: TR241116673","D3: TR241116674","D4: TR241116675","D5: TR241116676","D6: TR241116677","D7: TR241116727","D8: TR241116728","D9: TR241116730","D10: TR241116731","D11: TR241116733","D12: TR241116734","E1: TR241116678","E2: TR241116679","E3: TR241116680","E4: TR241116681","E5: TR241116682","E6: TR241116683","E7: TR241116708","E8: TR241116711","E9: TR241116714","E10: TR241116717","E11: TR241116720","E12: TR241116723","F1: TR241116684","F2: TR241116685","F3: TR241116686","F4: TR241116687","F5: TR241116688","F6: TR241116689","F7: TR241116726","F8: TR241116729","F9: TR241116732","F10: R241117373","F11: R241117374","F12: R241117375","G1: TR241116690","G2: TR241116691","G3: TR241116692","G4: TR241116693","G5: TR241116694","G6: TR241116695","G7: R241117383","G8: R241117388","G9: R241117398","G10: R241117430","G11: R241117431","G12: TR241117931","H1: TR241116696","H2: TR241116697","H3: TR241116698","H4: TR241116699","H5: TR241116700","H6: TR241116701","H7: TR241117932","H8: TR241117933","H9: TR241117934","H10: TR241117935","H11: TR241117936","H12:"
890.97,771.49,1364.88,895.15,932.91,893.19,577.81,57.46,173.97,114.57,377.55,116.87,90.11,329.78,951.51,700.56,613.04,1098.45,676.54,873.73,1768.38,1787.81,1389.29,923.87,700.82,609.33,234.86,540.96,16.99,45.86,7.90,881.71,935.62,986.16,901.12,129.12,85.72,45.95,53.78,32.09,31.74,71.11,28.14,86.85,104.40,38.40,78.47,114.68,51.86,61.73,101.23,0.00,752.87,402.55,362.72,1492.33,1234.62,884.96,1171.84,479.45,92.76,417.46,303.35,618.41,445.96,627.54,691.19,167.53,100.17,276.26,146.98,115.90,163.58,383.86,251.54,455.48,473.86,337.54,331.34,246.37,532.44,115.14,385.67,391.56,81.38,144.86,128.23,179.69,128.33,141.84,144.78,48.42,103.50,56.05,74.75,93.80,243.16
895.17,786.75,1366.37,903.70,914.66,891.89,581.77,51.82,173.18,106.21,337.71,101.68,78.26,331.36,949.63,694.00,641.52,1081.65,688.72,907.08,1749.77,1765.42,1439.22,987.61,737.83,628.26,241.45,563.82,15.04,44.31,6.97,919.26,996.84,1053.38,976.01,125.88,79.95,41.63,52.27,30.37,31.88,66.40,25.13,86.38,102.36,35.45,68.59,101.30,42.14,53.95,90.00,0.00,756.01,415.86,376.78,1473.79,1232.62,916.83,1230.30,513.01,88.09,423.76,306.10,635.66,456.55,651.06,712.86,162.59,93.13,256.67,146.17,113.82,162.01,380.30,257.59,465.81,474.09,349.09,344.56,252.46,530.61,121.90,386.59,397.29,77.80,137.22,115.59,170.50,120.34,132.49,133.18,49.31,103.20,52.42,70.54,90.00,249.44
899.36,807.20,1356.90,909.18,891.33,882.97,580.05,49.37,174.63,101.87,310.11,88.86,69.57,334.56,931.38,676.87,664.69,1044.36,700.90,912.29,1731.16,1711.09,1475.99,1049.48,781.87,651.31,254.62,572.58,14.09,44.47,7.05,939.47,1038.19,1104.85,1045.87,122.00,75.74,38.69,52.39,30.53,33.67,65.24,24.67,87.20,102.62,35.60,61.86,89.44,35.91,49.06,82.33,0.00,753.07,433.91,393.66,1422.89,1192.47,926.22,1279.62,559.26,86.26,432.70,313.44,652.03,466.96,665.58,731.38,159.45,88.91,245.35,147.27,113.10,162.13,384.33,267.46,480.77,480.31,360.89,360.21,259.82,529.80,127.64,386.41,403.13,74.05,129.57,106.33,164.84,115.23,126.83,124.67,50.21,104.89,49.73,67.94,87.98,254.78
903.55,828.96,1333.71,907.64,860.35,862.72,568.59,49.92,177.60,101.10,295.15,79.56,64.43,338.49,893.80,648.35,673.04,987.33,709.89,884.16,1655.88,1619.41,1486.00,1093.30,824.44,672.58,271.58,561.88,13.99,45.96,7.12,932.74,1045.01,1123.93,1091.51,120.92,73.60,37.45,52.52,32.26,36.53,67.17,24.21,88.02,104.32,35.75,58.40,79.99,33.07,46.72,78.15,0.00,738.95,451.06,407.69,1339.69,1116.87,905.43,1305.24,610.49,87.24,441.08,323.00,660.50,472.70,664.12,738.19,158.12,87.57,241.13,150.01,114.16,164.11,394.83,278.57,495.56,490.15,369.28,373.32,267.36,530.64,131.05,384.51,408.34,70.94,117.76,100.44,162.33,113.07,124.72,119.67,53.42,108.26,48.60,67.34,88.13,258.68
907.75,847.43,1296.37,893.85,820.24,828.10,545.58,52.91,181.17,103.08,291.31,74.14,62.66,341.49,866.28,611.49,659.83,917.34,696.26,827.47,1546.64,1496.18,1458.69,1103.48,853.93,684.34,287.78,532.02,14.55,48.19,7.99,896.06,1011.88,1101.85,1097.49,122.32,73.75,37.80,54.03,34.95,39.70,71.28,25.22,90.86,105.40,38.51,57.81,73.20,33.08,46.27,76.87,-6.30,711.35,461.30,413.48,1287.74,1019.12,855.40,1300.00,654.60,90.59,445.13,331.83,656.12,470.58,644.27,726.92,158.27,88.69,242.28,154.05,117.07,167.84,409.04,287.76,504.58,500.03,371.55,379.17,274.08,529.43,131.10,381.08,411.77,69.29,109.81,97.41,162.25,113.52,125.51,117.82,57.53,112.58,49.27,68.58,90.23,260.73
911.94,856.89,1244.46,863.36,772.03,779.21,512.79,57.49,184.31,106.73,295.86,72.27,63.56,341.73,838.76,572.83,624.18,845.50,659.41,754.92,1419.20,1358.44,1393.80,1072.65,860.13,679.55,298.15,488.99,15.47,50.50,9.14,835.06,945.43,1042.32,1059.44,125.35,76.00,39.38,56.22,37.85,42.48,76.39,27.75,93.94,106.49,42.59,59.41,68.80,35.21,46.89,77.55,0.00,672.56,460.33,408.00,1235.79,917.99,785.82,1294.76,678.92,95.62,441.83,337.11,638.19,459.97,609.44,696.42,159.27,91.45,246.43,159.06,121.55,172.98,422.62,292.04,503.39,505.97,366.85,375.05,279.33,521.28,131.15,376.93,412.63,69.57,105.46,96.40,163.55,115.94,128.16,118.33,61.92,117.09,51.47,71.19,93.59,260.80
916.13,850.88,1177.24,815.47,719.93,720.57,475.42,62.56,186.02,110.76,305.32,73.09,64.84,338.07,773.40,540.52,571.85,784.21,606.02,681.78,1295.06,1228.43,1303.27,1005.70,839.16,655.06,298.86,442.10,16.46,52.41,10.16,762.03,861.37,959.75,986.13,129.00,79.83,41.63,58.53,38.99,43.43,81.27,31.15,96.32,108.34,46.79,62.34,66.17,38.69,47.75,78.26,0.00,650.86,447.30,391.75,1130.36,831.52,711.29,1244.79,675.47,101.43,430.35,337.05,610.70,442.99,567.75,651.84,160.31,94.80,250.82,164.68,127.10,178.99,430.68,289.69,490.51,504.98,356.69,361.45,281.09,502.40,127.63,373.17,410.91,71.69,104.10,96.55,164.30,119.49,131.48,119.27,66.09,121.19,54.63,74.61,97.39,258.96
920.33,824.36,1095.62,754.84,670.68,660.23,440.43,66.88,185.59,113.85,315.85,75.39,66.11,330.75,708.36,522.22,513.10,744.29,547.31,620.86,1193.30,1126.17,1206.43,917.81,795.37,613.46,288.81,400.85,17.27,53.73,10.90,691.44,778.24,873.15,895.41,132.33,84.55,43.90,60.51,40.14,44.38,84.90,34.58,97.38,109.41,50.09,65.66,64.53,42.64,48.22,78.98,0.00,629.16,425.23,368.53,1043.07,772.57,646.24,1163.53,644.37,107.08,412.55,331.51,580.94,423.77,529.31,603.01,160.67,97.70,253.11,170.51,133.18,185.18,429.54,281.02,468.12,496.33,344.52,341.92,282.85,472.31,121.06,370.73,407.50,75.01,104.97,97.15,165.05,123.17,134.32,120.22,69.82,124.62,58.10,78.33,100.94,255.54
924.52,776.52,1004.29,690.44,631.95,607.37,414.67,69.42,183.00,115.11,323.87,77.87,69.13,321.35,654.75,523.68,459.30,732.84,494.92,579.82,1125.25,1064.39,1122.00,828.30,739.20,562.43,270.04,372.40,17.85,54.20,11.58,635.79,711.77,799.81,807.08,134.83,89.43,45.54,61.79,41.31,45.30,85.79,37.16,97.11,109.62,51.86,68.46,63.18,46.21,48.14,79.99,1.06,590.06,400.05,344.00,988.43,759.86,623.72,1067.84,593.61,111.83,392.57,322.21,569.01,407.16,516.22,582.15,160.00,99.48,252.64,176.07,139.34,190.91,418.40,268.39,441.42,482.11,334.69,331.95,284.79,434.49,112.77,370.10,403.82,78.67,107.22,97.82,165.64,126.00,135.87,122.52,73.30,127.51,61.42,82.02,103.86,251.01
928.71,712.29,912.15,632.76,610.59,569.94,403.47,69.79,179.29,114.53,327.00,79.50,71.58,312.25,621.30,547.78,419.77,751.67,457.56,561.09,1093.83,1047.01,1062.10,754.15,682.77,512.08,246.85,360.45,18.42,54.67,12.85,603.16,691.75,751.64,737.04,136.42,93.89,46.11,62.25,41.36,45.66,86.69,38.36,96.33,109.31,52.03,70.14,61.60,48.69,48.10,79.81,3.49,563.91,378.66,323.95,973.54,747.15,601.19,977.13,535.56,115.31,375.43,312.24,557.07,397.51,503.14,561.29,158.60,100.06,252.17,181.06,145.26,195.80,399.88,255.60,417.08,466.63,331.14,321.97,285.69,394.93,104.36,371.18,401.28,81.99,110.00,98.49,164.64,127.28,135.91,124.40,77.09,130.35,64.37,85.58,106.16,246.10
932.91,641.28,830.39,590.78,611.23,553.28,409.81,68.54,176.40,113.14,325.30,79.77,72.73,305.85,612.44,593.72,400.06,796.74,439.73,563.11,1095.86,1069.78,1031.02,706.30,635.98,471.87,224.25,365.22,19.45,55.87,15.66,596.50,671.73,734.29,694.70,137.51,97.53,45.64,62.14,40.96,46.47,86.85,38.26,96.42,109.25,51.26,70.69,59.65,49.86,49.42,78.43,6.35,556.81,366.96,312.87,998.25,754.55,581.26,907.63,482.44,117.76,365.62,305.06,545.89,397.55,495.09,536.18,157.49,100.07,248.57,185.47,150.83,199.80,379.23,246.69,401.32,455.13,336.19,307.31,286.42,359.71,97.10,373.35,400.67,84.72,112.63,99.44,162.10,126.86,135.01,125.38,82.08,133.97,67.02,89.20,108.35,241.89
937.10,574.83,769.72,570.31,635.23,559.45,433.85,67.12,176.54,112.82,321.78,79.01,72.36,303.97,627.65,656.71,401.58,859.43,441.89,581.59,1124.51,1122.44,1027.31,689.02,604.86,448.43,206.51,384.26,21.55,58.21,20.82,613.76,661.34,747.42,688.77,138.85,100.29,44.73,62.24,41.29,49.07,86.49,37.70,98.90,110.53,50.85,70.85,57.62,50.01,53.62,76.66,10.26,571.09,368.36,313.16,1056.30,788.52,586.43,869.39,443.18,119.89,365.86,303.38,551.28,407.94,506.98,533.06,158.17,100.64,244.29,189.72,156.20,201.53,362.59,244.67,398.30,452.05,350.20,302.29,288.10,333.03,91.66,375.74,401.76,87.01,114.93,101.25,159.00,125.44,134.57,125.62,89.40,139.39,69.73,93.46,111.41,239.89
941.29,522.81,737.92,573.43,680.15,586.95,472.72,67.48,181.39,115.72,321.85,78.36,70.88,307.55,662.15,728.95,421.97,929.91,461.33,610.77,1170.93,1191.55,1046.40,700.92,591.65,444.55,196.33,399.10,23.37,62.45,28.55,648.99,678.09,785.62,682.84,141.43,102.52,44.38,63.66,43.52,54.55,87.35,37.99,104.75,114.24,52.42,71.87,56.20,50.16,61.66,75.89,15.77,605.49,383.34,324.94,1137.03,839.34,612.45,865.64,422.38,122.68,376.66,308.42,573.65,427.85,537.15,552.41,162.13,103.12,241.67,194.45,161.71,203.26,355.20,250.74,409.22,459.76,361.17,308.94,291.77,316.35,88.15,377.63,403.37,89.34,117.44,104.70,157.05,124.38,136.44,126.07,100.30,147.79,73.19,99.30,116.63,242.26
945.49,491.65,738.19,598.69,739.95,630.95,496.93,71.29,191.40,123.32,326.57,79.59,69.34,316.62,709.00,802.10,456.40,1001.28,493.52,644.81,1225.66,1263.98,1082.11,736.41,595.61,459.26,194.56,413.94,25.19,68.78,38.12,694.51,715.16,840.19,698.68,146.20,104.92,45.63,67.44,48.28,62.99,91.16,40.42,113.96,120.86,57.33,75.14,56.28,50.63,73.22,77.59,23.07,657.76,410.36,346.62,1227.95,896.68,652.34,893.56,420.61,127.02,396.78,319.90,610.60,442.45,582.75,591.10,170.16,108.47,242.11,200.34,167.81,206.77,360.07,257.67,432.77,478.32,372.14,326.84,298.12,308.66,86.36,378.82,403.99,92.42,121.35,110.42,158.06,125.29,142.20,128.34,115.89,160.27,78.26,107.88,125.22,252.63
949.68,483.81,768.51,641.53,806.55,684.60,521.14,79.18,205.59,135.72,331.28,84.46,69.14,330.41,762.20,836.05,499.61,1071.80,534.15,679.36,1280.28,1329.77,1127.49,787.24,613.68,488.73,200.61,451.54,30.42,76.52,47.91,743.92,763.70,901.75,735.32,153.67,108.31,49.21,74.03,55.30,73.21,98.84,45.67,125.28,129.85,65.99,81.53,58.54,52.55,86.59,82.72,31.64,729.32,448.10,376.55,1318.00,952.21,698.47,945.44,435.22,133.34,424.67,337.02,659.37,457.05,643.33,646.06,181.90,116.86,245.16,207.86,174.86,210.98,377.66,264.60,467.47,506.85,401.50,354.34,307.28,307.35,86.00,379.69,402.56,97.16,128.03,118.47,163.14,129.32,152.33,134.19,136.86,177.54,85.92,120.26,138.14,278.15
953.87,497.94,822.08,695.55,872.32,741.40,572.82,90.32,221.89,151.37,353.38,93.91,71.53,347.86,819.17,869.99,548.42,1143.71,581.38,712.47,1328.71,1383.14,1175.80,844.37,641.20,528.41,213.48,496.98,36.69,84.25,56.02,794.61,815.38,962.76,784.12,163.53,113.16,55.31,82.85,63.32,83.01,109.85,53.51,136.50,139.63,77.49,90.97,63.05,56.89,99.21,91.20,40.12,829.75,498.60,415.26,1399.56,1001.06,744.74,1010.55,461.37,141.28,460.68,360.13,720.50,498.63,724.26,719.19,195.91,127.35,248.55,217.09,183.07,216.49,406.84,285.83,515.10,546.56,440.62,390.93,318.73,309.28,86.79,381.22,399.05,104.58,138.28,127.99,172.05,136.60,165.70,144.61,162.94,199.57,97.01,137.18,155.94,332.96
958.07,529.62,855.67,754.55,932.13,797.50,622.55,102.59,237.91,167.51,386.79,107.41,76.91,368.25,881.30,929.94,603.40,1219.49,637.02,728.53,1367.35,1421.64,1221.69,899.81,673.08,575.64,233.25,553.29,42.91,90.40,60.93,848.23,864.62,1018.53,837.59,174.55,119.38,63.44,92.32,70.63,90.11,122.23,62.71,145.28,148.22,89.69,102.18,69.01,63.88,108.61,101.85,46.71,976.99,569.48,467.31,1468.33,1041.42,787.89,1077.87,493.75,145.48,509.03,392.50,801.10,561.01,837.69,820.89,210.21,138.07,249.33,227.65,187.72,223.68,447.39,316.17,583.68,603.86,496.31,440.01,331.40,311.95,88.49,384.76,394.56,115.69,151.58,137.39,183.14,146.07,179.73,159.05,192.58,225.43,112.04,158.81,178.67,442.28
962.26,572.70,889.26,814.93,983.95,852.42,667.58,113.28,251.79,181.36,425.13,122.72,84.58,391.73,951.81,981.69,668.53,1298.21,705.81,744.59,1394.08,1444.36,1261.70,947.90,705.10,631.61,262.29,625.33,47.91,94.02,62.25,878.48,909.18,1066.74,891.35,184.83,126.19,67.91,100.37,75.63,93.11,133.16,71.40,150.12,154.05,99.93,107.58,75.02,72.73,113.48,112.66,49.88,1190.86,673.69,504.36,1521.57,1073.16,827.19,1138.75,511.13,149.68,578.40,416.79,915.25,657.75,999.75,969.07,223.07,142.45,245.50,233.20,192.36,232.58,475.42,361.39,635.51,691.42,579.12,510.29,343.83,314.24,90.93,391.71,391.01,131.25,165.82,144.86,194.08,155.82,191.31,175.13,222.91,253.20,130.81,184.61,205.68,644.86
966.45,621.52,960.55,876.78,1027.58,907.60,707.64,120.15,262.85,191.30,459.17,136.45,92.89,419.25,1032.33,1025.25,748.81,1374.59,793.03,777.40,1407.55,1451.11,1293.77,985.38,734.56,701.05,305.50,717.34,50.87,95.31,60.77,908.73,949.13,1106.17,944.27,192.42,132.42,72.39,105.33,77.50,92.07,140.05,77.74,150.99,156.71,106.07,112.98,79.56,81.82,113.82,121.59,49.18,1482.31,826.66,541.41,1556.81,1096.56,862.88,1188.16,528.51,157.07,629.45,441.08,1080.59,805.02,1225.06,1182.62,233.60,146.83,237.35,238.75,202.30,242.80,503.45,431.34,687.33,825.22,700.37,614.57,354.41,316.71,94.15,403.17,390.51,151.48,177.81,149.16,202.83,163.72,198.17,189.29,250.15,280.13,152.30,213.08,235.34,990.02
970.65,673.01,1029.46,942.58,1062.90,935.67,743.59,122.35,271.76,197.67,480.64,145.34,99.95,452.08,1120.11,1059.27,847.38,1440.59,901.70,812.33,1407.56,1443.13,1316.49,1010.76,760.09,789.55,369.20,830.68,51.80,95.57,58.10,979.52,985.29,1136.23,996.85,196.12,136.96,80.52,106.63,76.58,88.44,141.63,80.71,149.46,157.12,107.34,121.01,81.76,89.20,114.15,127.33,45.56,1845.05,1041.95,648.55,1572.62,1111.96,894.76,1224.00,564.54,162.31,680.51,515.62,1312.56,1017.16,1520.97,1472.55,241.94,152.02,227.73,249.16,212.10,253.55,585.67,537.63,842.37,1018.64,867.96,766.13,361.84,321.22,98.35,419.67,394.73,175.84,184.59,150.19,208.74,168.28,199.90,198.18,270.32,302.87,174.65,241.65,264.94,1525.84
974.84,727.81,1093.84,1014.18,1088.89,963.73,775.97,120.78,280.17,202.74,485.72,147.70,104.42,491.09,1207.87,1081.37,963.49,1488.04,1030.54,849.42,1396.13,1424.17,1329.14,1017.31,781.07,900.17,459.27,962.22,51.42,96.70,55.99,1061.32,1018.10,1157.24,1049.52,196.01,139.30,86.35,105.06,74.23,84.44,138.51,80.49,148.08,157.29,104.72,124.70,81.75,93.34,112.57,129.92,40.95,2254.62,1326.57,798.85,1570.56,1120.10,921.80,1245.45,603.04,165.24,826.92,626.47,1618.52,1300.99,1882.54,1835.37,249.13,153.26,221.37,257.52,220.77,263.76,709.80,689.82,1061.06,1276.32,1082.54,973.93,365.50,330.24,103.79,440.86,404.43,202.80,184.81,149.15,212.98,169.26,198.19,200.19,280.17,318.07,195.36,266.86,291.04,2277.96
979.03,788.98,1154.52,1090.14,1103.97,1018.71,804.19,117.64,285.10,209.95,476.71,144.35,106.01,536.21,1285.98,1089.59,1091.57,1499.33,1172.46,886.89,1378.10,1412.42,1330.72,1023.85,797.32,1031.41,579.29,1103.19,50.78,100.43,55.74,1151.17,1047.21,1170.67,1102.06,193.68,140.06,89.30,102.39,72.27,82.18,132.97,78.30,149.48,159.64,100.54,124.02,80.71,93.85,111.62,130.84,37.61,2673.71,1675.56,998.24,1556.50,1122.74,942.78,1252.36,646.05,166.82,1024.34,781.36,1992.30,1648.48,2288.04,2251.13,256.72,151.57,223.49,262.69,227.28,272.27,891.09,891.51,1345.94,1590.03,1334.55,1237.96,365.64,346.09,110.64,465.53,419.32,229.85,179.52,148.64,218.32,167.81,197.10,196.16,278.03,323.16,211.73,285.07,310.11,3225.27
983.23,859.03,1212.29,1165.13,1106.96,1067.78,826.61,115.62,290.02,222.88,461.04,138.26,105.76,585.84,1345.29,1083.74,1220.78,1510.61,1313.73,921.54,1360.53,1400.67,1332.31,1025.87,809.12,1177.02,653.97,1238.48,50.90,107.77,57.95,1242.19,1071.26,1174.53,1153.57,191.70,140.61,89.98,100.63,72.35,83.01,128.09,75.92,155.45,166.31,97.60,120.57,80.64,91.72,114.22,132.63,37.32,3058.22,1870.53,1244.19,1540.40,1123.46,957.08,1245.79,695.00,168.92,1268.86,981.55,2408.75,2029.63,2695.31,2684.33,261.51,149.02,238.53,264.16,230.80,278.05,1137.19,1137.13,1686.17,1763.39,1601.86,1544.64,363.22,370.27,118.84,491.69,438.40,253.70,171.74,148.13,228.48,166.13,196.02,188.93,264.55,320.24,221.29,293.38,319.26,4284.87
987.42,936.90,1265.06,1231.55,1097.83,1105.32,841.01,116.94,302.86,244.20,448.39,133.45,105.62,636.36,1379.04,1065.75,1335.03,1505.02,1434.50,949.90,1352.11,1380.91,1328.44,1019.54,817.35,1326.58,728.66,1347.80,52.49,118.72,62.57,1324.53,1087.87,1178.38,1202.01,192.93,141.17,89.88,101.36,75.38,87.23,126.56,75.07,166.42,178.33,98.26,116.99,80.56,89.06,122.57,138.07,41.02,3361.75,2065.49,1520.62,1535.41,1128.62,964.93,1228.81,750.10,173.92,1540.76,1217.40,2820.25,2390.99,3043.56,3085.39,266.31,148.09,269.07,262.17,230.82,280.41,1443.12,1409.35,2055.60,1936.74,1849.49,1863.12,359.62,403.00,128.10,516.89,460.39,270.97,165.29,149.29,246.98,166.69,196.60,182.09,242.76,317.31,222.45,290.49,316.94,5319.17
991.61,1017.11,1307.58,1281.86,1077.91,1126.98,845.11,122.73,319.45,274.94,447.55,133.47,107.90,682.03,1383.95,1039.64,1415.22,1472.65,1512.72,970.33,1363.65,1374.40,1321.57,1008.51,823.16,1465.56,900.10,1410.29,55.90,132.19,69.04,1388.59,1094.79,1181.43,1243.38,199.73,145.75,90.80,105.27,81.52,94.28,129.89,77.02,181.41,195.35,103.64,116.07,83.48,88.35,137.67,149.42,48.72,3541.69,2449.89,1794.52,1558.13,1148.47,967.96,1206.19,810.03,184.15,1803.35,1465.01,3161.38,2666.21,3266.39,3395.27,279.12,150.87,315.45,257.65,227.38,279.26,1789.86,1677.61,2412.69,2278.46,2034.66,2145.99,356.27,443.07,137.85,538.65,484.05,279.08,163.37,154.15,276.16,171.30,202.26,178.63,217.43,301.94,215.03,277.07,303.53,6168.55
995.81,1091.64,1333.66,1310.37,1050.01,1130.84,837.52,132.89,339.68,313.93,464.01,140.53,114.45,716.28,1361.46,1011.95,1444.95,1421.52,1531.84,985.71,1409.48,1392.41,1316.85,996.06,827.51,1575.90,1077.23,1412.56,61.15,146.31,76.59,1430.52,1092.46,1180.07,1272.19,213.35,157.72,94.16,112.13,90.18,103.14,138.06,82.33,198.42,215.72,113.37,119.94,91.37,91.59,159.24,167.85,59.86,3570.86,2763.68,2019.58,1630.12,1197.81,970.48,1183.24,871.04,201.33,2009.98,1687.69,3366.84,2798.88,3315.99,3558.02,295.72,158.52,376.07,251.97,221.14,275.10,2145.34,1900.71,2704.77,2565.78,2118.78,2338.73,354.54,487.94,147.31,554.99,508.10,277.00,167.72,163.19,316.32,180.49,213.95,180.13,193.76,280.56,200.52,255.67,281.49,6698.89
1000.00,1152.82,1339.37,1314.69,1019.04,1117.96,819.31,146.27,362.74,358.13,498.91,155.13,126.07,734.25,1319.69,992.33,1418.62,1367.37,1489.45,1005.35,1508.45,1449.19,1320.77,984.69,831.31,1639.06,1234.55,1356.67,67.85,159.06,84.51,1456.96,1086.98,1175.93,1284.29,233.63,181.01,100.54,121.03,100.40,112.84,149.89,90.78,215.18,237.16,125.85,129.55,105.51,99.59,186.04,193.38,73.68,3451.95,2941.35,2149.75,1779.01,1295.63,981.33,1165.56,926.24,225.86,2119.68,1845.00,3398.38,2767.30,3187.18,3541.70,315.92,170.97,448.19,246.71,213.41,269.03,2466.85,2036.17,2879.65,2748.21,2083.24,2398.41,355.49,534.12,155.66,564.98,531.04,265.55,178.36,175.78,365.57,193.37,231.29,186.60,175.86,257.90,181.80,230.24,255.04,6842.66
1001.00,1194.99,1324.94,1297.29,992.66,1092.93,795.48,161.22,387.56,403.61,549.41,176.44,142.31,735.66,1274.33,993.43,1347.27,1332.03,1401.71,1044.83,1682.89,1562.38,1342.44,977.26,836.35,1642.69,1342.64,1262.74,75.37,169.01,88.43,1485.17,1091.59,1175.39,1281.45,246.43,218.59,109.51,125.90,111.04,122.67,163.81,96.12,222.57,247.33,132.46,144.61,126.34,111.85,216.42,225.19,89.67,3224.42,2944.14,2158.49,1908.14,1463.04,1014.50,1160.21,966.68,256.59,2114.87,1907.67,3265.77,2595.79,2925.66,3357.28,338.98,187.05,528.63,243.39,205.86,262.48,2706.48,2055.31,2903.70,2790.83,1940.29,2313.36,359.69,555.93,162.20,569.00,551.20,247.21,193.76,190.62,420.38,208.12,253.10,196.87,165.73,238.46,162.40,205.19,228.96,6614.50
1007.93,1214.15,1294.60,1267.14,981.40,1064.69,775.50,176.17,413.22,447.14,610.15,202.86,161.65,725.94,1246.82,1029.09,1302.40,1338.73,1299.76,1123.49,1955.33,1751.32,1394.97,979.18,846.74,1588.18,1378.36,1163.47,83.07,175.86,92.35,1537.62,1125.34,1191.59,1274.96,259.24,271.56,119.82,130.78,121.19,132.29,178.62,101.45,229.96,257.50,139.08,163.89,153.55,126.87,248.98,262.10,107.67,2955.89,2780.89,2052.66,2037.27,1719.76,1087.28,1177.58,985.31,291.11,2010.71,1870.86,3026.65,2344.56,2612.53,3061.63,364.00,204.99,614.03,242.99,200.04,256.92,2822.05,1957.10,2778.00,2690.25,1730.68,2111.49,366.91,577.75,166.59,568.82,559.17,225.63,211.49,206.21,476.72,215.52,278.12,209.25,163.04,225.27,145.52,184.46,207.30,6095.25
1014.86,1207.95,1255.57,1240.00,997.52,1046.71,772.04,190.11,439.25,487.34,675.46,217.82,182.07,720.42,1259.30,1111.15,1257.54,1406.01,1219.54,1260.76,2343.52,2033.38,1495.42,999.91,869.96,1541.26,1335.47,1093.02,90.53,180.37,100.05,1634.75,1209.38,1243.41,1285.66,288.27,338.60,129.93,140.42,130.37,141.59,193.96,113.16,242.16,275.15,151.55,185.91,186.49,142.94,282.87,302.99,127.69,2720.30,2508.02,1871.81,2437.95,2079.12,1216.39,1232.10,982.29,326.67,1849.15,1757.41,2763.69,2084.56,2333.59,2739.19,390.38,223.01,700.66,245.67,196.95,253.53,2792.32,1771.64,2542.38,2479.38,1508.30,1850.51,376.06,615.24,168.96,568.64,567.13,215.23,229.17,221.51,531.28,222.92,305.77,222.37,165.64,219.32,133.29,170.53,192.40,5395.94
1021.79,1177.80,1217.46,1236.19,1052.50,1055.23,798.09,202.74,465.66,524.83,741.38,232.78,201.78,714.91,1328.54,1246.09,1183.43,1542.42,1190.70,1472.51,2853.57,2418.88,1662.97,1052.72,916.85,1494.33,1229.27,1076.40,97.68,183.76,107.74,1790.60,1362.26,1351.64,1339.88,319.15,416.36,138.69,149.56,138.57,150.37,210.34,124.95,252.36,289.39,162.81,209.81,224.53,158.96,317.64,346.89,149.70,2574.69,2206.71,1672.65,3007.46,2541.83,1413.66,1340.38,968.30,361.28,1681.26,1608.24,2553.16,1872.84,2151.34,2472.11,417.89,239.85,784.55,250.63,196.78,252.96,2629.03,1549.32,2262.52,2216.50,1320.44,1595.23,385.41,643.96,169.80,566.14,578.08,204.83,245.37,236.39,582.28,236.63,336.40,235.88,170.57,219.60,126.43,164.03,184.65,4621.68
1028.72,1132.19,1192.55,1275.95,1154.08,1105.71,863.49,214.20,492.61,561.28,806.61,265.15,219.82,713.44,1461.05,1432.36,1155.37,1743.44,1229.45,1767.29,3471.59,2905.13,1915.69,1152.80,1000.45,1393.37,1091.74,1123.97,104.69,187.08,115.45,2012.24,1478.72,1533.84,1463.34,351.12,500.19,145.82,158.34,145.90,158.24,228.72,136.48,261.87,300.27,173.23,235.81,267.33,174.83,352.69,392.79,173.45,2545.70,1951.60,1508.36,3755.18,3088.83,1682.03,1517.41,963.41,394.35,1548.76,1465.72,2442.90,1739.99,2092.52,2315.64,446.60,254.86,861.83,256.37,198.99,255.13,2377.08,1341.72,2006.79,1964.03,1194.63,1395.61,392.97,662.73,169.72,563.73,584.27,188.29,260.23,251.62,629.55,249.08,371.03,250.60,174.99,223.88,124.40,163.87,182.99,3851.17
